Area Type,Area Name,Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Quarter Employment Estimate,Projected Quarter Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
State,California,2020-2022,4,43-9081,Proofreaders and Copy Markers,1400,1500,100,7.1,180,200,480,21.84,45426.00,Bachelor's degree,None,None
State,California,2020-2022,4,43-9111,Statistical Assistants,1200,1300,100,8.3,110,210,420,23.68,49256.00,Bachelor's degree,None,None
State,California,2020-2022,4,43-9199,"Office and Administrative Support Workers, All Other",48400,51300,2900,6.0,4200,7410,14510,18.07,37590.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,2,45-0000,"Farming, Fishing, and Forestry Occupations",300500,333800,33300,11.1,25100,77700,136100,12.73,26475.00,N/A,N/A,N/A
State,California,2020-2022,3,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",11800,13100,1300,11.0,900,2770,4970,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",11800,13100,1300,11.0,900,2770,4970,21.44,44585.00,High school diploma or equivalent,<5 years,None
State,California,2020-2022,3,45-2000,Agricultural Workers,283700,315600,31900,11.2,23820,73610,129330,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,45-2011,Agricultural Inspectors,2100,2200,100,4.8,190,450,740,20.49,42617.00,Bachelor's degree,None,Moderate-term on-the-job training
State,California,2020-2022,4,45-2041,"Graders and Sorters, Agricultural Products",10000,11000,1000,10.0,840,2220,4060,12.77,26578.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,45-2091,Agricultural Equipment Operators,12700,14600,1900,15.0,1080,3370,6350,14.95,31090.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",240200,267800,27600,11.5,20170,62770,110540,12.55,26104.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",15800,16800,1000,6.3,1300,4040,6340,14.90,30977.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,45-2099,"Agricultural Workers, All Other",2200,2500,300,13.6,190,580,1070,16.12,33542.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,3,45-4000,"Forest, Conservation, and Logging Workers",5000,4900,-100,-2.0,380,1300,1580,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,45-4011,Forest and Conservation Workers,2700,2800,100,3.7,210,770,1080,15.73,32728.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,45-4022,Logging Equipment Operators,1600,1500,-100,-6.3,120,380,400,26.74,55628.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,2,47-0000,Construction and Extraction Occupations,758900,841900,83000,10.9,50770,123620,257390,28.08,58399.00,N/A,N/A,N/A
State,California,2020-2022,3,47-1000,Supervisors of Construction and Extraction Workers,58900,64500,5600,9.5,3680,9150,18430,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,58900,64500,5600,9.5,3680,9150,18430,39.31,81752.00,High school diploma or equivalent,≥5 years,None
State,California,2020-2022,3,47-2000,Construction Trades Workers,636600,709600,73000,11.5,42080,102840,217920,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,47-2021,Brickmasons and Blockmasons,4100,4500,400,9.8,250,620,1270,29.46,61273.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2022,Stonemasons,4100,4500,400,9.8,250,610,1260,24.48,50920.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2031,Carpenters,130700,144700,14000,10.7,8610,19890,42500,29.07,60459.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2041,Carpet Installers,6700,8200,1500,22.4,430,1030,2960,22.19,46151.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",3300,4100,800,24.2,210,510,1520,25.53,53104.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-2044,Tile and Marble Setters,8800,10200,1400,15.9,540,1310,3250,25.34,52702.00,No formal educational credential,None,Long-term on-the-job training
State,California,2020-2022,4,47-2051,Cement Masons and Concrete Finishers,23100,25200,2100,9.1,1410,3650,7160,27.34,56864.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-2061,Construction Laborers,137900,152300,14400,10.4,9710,22570,46680,22.49,46769.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",2800,3000,200,7.1,260,460,920,26.73,55597.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-2073,Operating Engineers and Other Construction Equipment Operators,28700,30500,1800,6.3,2010,4810,8620,36.96,76890.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-2081,Drywall and Ceiling Tile Installers,30800,35100,4300,14.0,1930,4620,10850,27.37,56936.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-2082,Tapers,7400,8400,1000,13.5,460,1110,2570,30.74,63931.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-2111,Electricians,69800,78600,8800,12.6,4560,12640,26000,32.00,66548.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2121,Glaziers,6100,6800,700,11.5,420,1060,2180,27.09,56349.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",1800,2000,200,11.1,90,350,640,23.00,47840.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,47-2132,"Insulation Workers, Mechanical",1000,1100,100,10.0,50,190,340,0.00,0.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2141,"Painters, Construction and Maintenance",54700,62000,7300,13.3,4040,7780,19120,24.64,51250.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-2151,Pipelayers,3500,3700,200,5.7,210,580,990,29.28,60892.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,47-2152,"Plumbers, Pipefitters, and Steamfitters",53200,59300,6100,11.5,3290,9190,18580,28.56,59398.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2161,Plasterers and Stucco Masons,8100,9200,1100,13.6,400,1170,2670,25.07,52156.00,No formal educational credential,None,Long-term on-the-job training
State,California,2020-2022,4,47-2171,Reinforcing Iron and Rebar Workers,2200,2500,300,13.6,110,450,860,20.45,42535.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2181,Roofers,20400,22800,2400,11.8,1110,3360,6870,26.12,54330.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-2211,Sheet Metal Workers,12000,13100,1100,9.2,740,1980,3820,28.56,59388.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2221,Structural Iron and Steel Workers,9100,10000,900,9.9,530,1720,3150,32.75,68103.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-2231,Solar Photovoltaic Installers,4100,5100,1000,24.4,310,830,2140,23.08,47995.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,3,47-3000,"Helpers, Construction Trades",18100,20300,2200,12.2,1270,3920,7390,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",3500,3900,400,11.4,250,760,1410,18.75,39001.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,47-3012,Helpers--Carpenters,2500,2800,300,12.0,180,540,1020,18.57,38631.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,47-3013,Helpers--Electricians,4400,4900,500,11.4,310,950,1760,18.37,38208.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1700,2000,300,17.6,120,380,800,17.68,36766.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2900,3200,300,10.3,200,620,1120,17.71,36838.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,47-3019,"Helpers, Construction Trades, All Other",2200,2500,300,13.6,160,480,940,16.37,34057.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,3,47-4000,Other Construction and Related Workers,34500,36300,1800,5.2,3070,5420,10290,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,47-4011,Construction and Building Inspectors,11000,11400,400,3.6,1230,1540,3170,44.26,92054.00,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
State,California,2020-2022,4,47-4021,Elevator Installers and Repairers,2500,2700,200,8.0,180,410,790,43.81,91137.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,47-4031,Fence Erectors,3800,4100,300,7.9,310,620,1230,19.22,39980.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-4041,Hazardous Materials Removal Workers,6700,6900,200,3.0,580,1130,1910,22.89,47624.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-4051,Highway Maintenance Workers,4900,5000,100,2.0,400,700,1200,24.06,50065.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,2600,2700,100,3.8,160,450,710,21.07,43812.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-4090,Miscellaneous Construction and Related Workers,2800,3000,200,7.1,190,530,920,23.14,48128.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,3,47-5000,Extraction Workers,10800,11200,400,3.7,680,2290,3370,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,47-5012,"Rotary Drill Operators, Oil and Gas",1400,1400,0,0.0,80,310,390,31.50,65528.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-5013,"Service Unit Operators, Oil, Gas, and Mining",2400,2500,100,4.2,140,550,790,27.47,57132.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-5021,"Earth Drillers, Except Oil and Gas",2200,2300,100,4.5,160,440,700,0.00,0.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-5071,"Roustabouts, Oil and Gas",1500,1500,0,0.0,90,310,400,16.22,33748.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,47-5081,Helpers--Extraction Workers,1200,1200,0,0.0,80,240,320,20.59,42834.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,2,49-0000,"Installation, Maintenance, and Repair Occupations",512100,563400,51300,10.0,33860,72460,157620,25.36,52758.00,N/A,N/A,N/A
State,California,2020-2022,3,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",36000,39300,3300,9.2,2360,4550,10210,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",36000,39300,3300,9.2,2360,4550,10210,38.53,80144.00,High school diploma or equivalent,<5 years,None
State,California,2020-2022,3,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",66400,69300,2900,4.4,3590,10900,17390,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,49-2011,"Computer, Automated Teller, and Office Machine Repairers",10500,11700,1200,11.4,620,1750,3570,20.49,42597.00,"Some college, no degree",None,Short-term on-the-job training
State,California,2020-2022,4,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",32600,32700,100,0.3,1820,5380,7300,29.97,62336.00,Postsecondary non-degree award,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-2091,Avionics Technicians,1500,1700,200,13.3,70,160,430,37.13,77230.00,Associate's degree,None,None
State,California,2020-2022,4,49-2092,"Electric Motor, Power Tool, and Related Repairers",1400,1500,100,7.1,100,190,390,23.06,47963.00,High school diploma or equivalent,<5 years,Moderate-term on-the-job training
State,California,2020-2022,4,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1000,1100,100,10.0,40,150,290,38.78,80675.00,Postsecondary non-degree award,None,Long-term on-the-job training
State,California,2020-2022,4,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",5800,6100,300,5.2,210,830,1340,30.23,62878.00,Postsecondary non-degree award,None,Long-term on-the-job training
State,California,2020-2022,4,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1700,1700,0,0.0,60,240,300,49.03,101979.00,Postsecondary non-degree award,<5 years,Moderate-term on-the-job training
State,California,2020-2022,4,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",1500,1600,100,6.7,80,280,460,18.65,38774.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,1700,1900,200,11.8,90,310,600,22.14,46052.00,Postsecondary non-degree award,None,Short-term on-the-job training
State,California,2020-2022,4,49-2098,Security and Fire Alarm Systems Installers,7800,8400,600,7.7,460,1490,2550,25.75,53555.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,3,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",144400,166000,21600,15.0,8920,21080,51600,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,49-3011,Aircraft Mechanics and Service Technicians,12600,14000,1400,11.1,710,1460,3570,35.11,73029.00,Postsecondary non-degree award,None,None
State,California,2020-2022,4,49-3021,Automotive Body and Related Repairers,12600,15200,2600,20.6,890,1770,5260,25.62,53279.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-3022,Automotive Glass Installers and Repairers,1400,1700,300,21.4,70,220,590,16.16,33621.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-3023,Automotive Service Technicians and Mechanics,62700,73900,11200,17.9,3710,9590,24500,23.10,48055.00,Postsecondary non-degree award,None,Short-term on-the-job training
State,California,2020-2022,4,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,21200,23200,2000,9.4,1240,2880,6120,27.76,57746.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-3041,Farm Equipment Mechanics and Service Technicians,4100,4500,400,9.8,270,590,1260,21.61,44948.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",11900,12600,700,5.9,770,1680,3150,32.22,67018.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-3051,Motorboat Mechanics and Service Technicians,1300,1600,300,23.1,120,180,600,22.35,46491.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-3052,Motorcycle Mechanics,1100,1500,400,36.4,100,160,660,23.81,49527.00,Postsecondary non-degree award,None,Short-term on-the-job training
State,California,2020-2022,4,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,1800,2100,300,16.7,150,230,680,18.93,39387.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-3091,Bicycle Repairers,1900,2300,400,21.1,130,330,860,15.90,33059.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-3092,Recreational Vehicle Service Technicians,1500,1900,400,26.7,100,270,770,19.55,40654.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-3093,Tire Repairers and Changers,9400,10600,1200,12.8,610,1600,3410,15.28,31792.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,3,49-9000,"Other Installation, Maintenance, and Repair Occupations",265300,288800,23500,8.9,18990,35940,78430,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,49-9011,Mechanical Door Repairers,2100,2400,300,14.3,110,270,680,24.17,50253.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",3800,3900,100,2.6,200,470,770,33.74,70197.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",30200,33700,3500,11.6,1740,4500,9740,27.87,57951.00,Postsecondary non-degree award,None,Long-term on-the-job training
State,California,2020-2022,4,49-9031,Home Appliance Repairers,2600,3000,400,15.4,260,350,1010,22.07,45909.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-9041,Industrial Machinery Mechanics,25100,27300,2200,8.8,1640,3160,7000,29.20,60731.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-9043,"Maintenance Workers, Machinery",6900,7300,400,5.8,540,750,1690,26.44,54986.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-9044,Millwrights,2700,3000,300,11.1,160,340,800,31.81,66170.00,High school diploma or equivalent,None,Apprenticeship
State,California,2020-2022,4,49-9051,Electrical Power-Line Installers and Repairers,7700,7900,200,2.6,380,930,1510,52.07,108316.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-9052,Telecommunications Line Installers and Repairers,13000,13100,100,0.8,610,2310,3020,32.89,68408.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-9062,Medical Equipment Repairers,5500,5800,300,5.5,490,700,1490,28.64,59586.00,Associate's degree,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-9069,"Precision Instrument and Equipment Repairers, All Other",2000,2100,100,5.0,170,250,520,30.86,64197.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-9071,"Maintenance and Repair Workers, General",120900,132000,11100,9.2,8870,15640,35610,21.46,44621.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",3000,3300,300,10.0,260,480,1040,17.08,35523.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,49-9094,Locksmiths and Safe Repairers,2800,2800,0,0.0,270,340,610,20.93,43537.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,49-9096,Riggers,2100,2300,200,9.5,90,330,620,27.20,56571.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",10000,11200,1200,12.0,1130,1580,3910,16.15,33591.00,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2020-2022,4,49-9099,"Installation, Maintenance, and Repair Workers, All Other",21800,23900,2100,9.6,1790,3120,7010,21.39,44478.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,2,51-0000,Production Occupations,754400,814000,59600,7.9,63690,119300,242590,17.56,36519.00,N/A,N/A,N/A
State,California,2020-2022,3,51-1000,Supervisors of Production Workers,45800,48500,2700,5.9,3000,6650,12350,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,51-1011,First-Line Supervisors of Production and Operating Workers,45800,48500,2700,5.9,3000,6650,12350,31.59,65713.00,High school diploma or equivalent,<5 years,None
State,California,2020-2022,3,51-2000,Assemblers and Fabricators,146400,160600,14200,9.7,12350,22870,49420,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3200,3200,0,0.0,130,430,560,23.45,48770.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",37800,38600,800,2.1,3290,5410,9500,18.13,37717.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-2031,Engine and Other Machine Assemblers,1500,1600,100,6.7,70,290,460,17.70,36816.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-2041,Structural Metal Fabricators and Fitters,5800,6000,200,3.4,290,950,1440,19.74,41057.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-2091,Fiberglass Laminators and Fabricators,1200,1300,100,8.3,100,190,390,0.00,0.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-2098,"Assemblers and Fabricators, All Other, Including Team Assemblers",96100,109100,13000,13.5,8400,15500,36900,0.00,0.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,3,51-3000,Food Processing Workers,81600,88000,6400,7.8,8640,13940,28980,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,51-3011,Bakers,22300,25000,2700,12.1,2730,3720,9150,14.87,30946.00,No formal educational credential,None,Long-term on-the-job training
State,California,2020-2022,4,51-3021,Butchers and Meat Cutters,19700,20200,500,2.5,1640,3300,5440,15.31,31858.00,No formal educational credential,None,Long-term on-the-job training
State,California,2020-2022,4,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",6400,6800,400,6.3,540,1090,2030,13.85,28795.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,51-3023,Slaughterers and Meat Packers,5000,5300,300,6.0,420,850,1570,13.92,28959.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1600,1700,100,6.3,180,270,550,16.06,33415.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-3092,Food Batchmakers,16300,17400,1100,6.7,2030,2960,6090,14.49,30147.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-3093,Food Cooking Machine Operators and Tenders,4700,5400,700,14.9,650,930,2280,15.67,32596.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-3099,"Food Processing Workers, All Other",5600,6300,700,12.5,450,820,1970,14.56,30270.00,No formal educational credential,None,Moderate-term on-the-job training
State,California,2020-2022,3,51-4000,Metal Workers and Plastic Workers,134600,139300,4700,3.5,8820,20480,34000,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",11400,11800,400,3.5,670,1720,2790,0.00,0.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",2400,2500,100,4.2,140,360,600,0.00,0.00,Postsecondary non-degree award,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",3800,3700,-100,-2.6,210,720,830,15.65,32565.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1700,1600,-100,-5.9,90,220,210,19.04,39612.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1400,1300,-100,-7.1,70,180,150,18.90,39305.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",10900,11100,200,1.8,830,1620,2650,17.87,37164.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1600,1600,0,0.0,110,220,330,18.27,38014.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7900,7900,0,0.0,670,1130,1800,17.35,36099.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3200,3300,100,3.1,310,420,830,21.60,44929.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1900,1900,0,0.0,130,260,390,19.10,39746.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4041,Machinists,33900,35700,1800,5.3,2310,4760,8870,22.39,46578.00,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2020-2022,4,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",7100,7100,0,0.0,440,1120,1560,17.30,35976.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4600,4800,200,4.3,330,660,1190,17.61,36611.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4111,Tool and Die Makers,2400,2500,100,4.2,180,310,590,29.29,60930.00,Postsecondary non-degree award,None,Long-term on-the-job training
State,California,2020-2022,4,51-4121,"Welders, Cutters, Solderers, and Brazers",27000,28900,1900,7.0,1430,4700,8030,21.90,45564.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3400,3400,0,0.0,170,570,740,19.38,40309.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1100,1100,0,0.0,80,160,240,19.19,39910.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",4300,4200,-100,-2.3,260,650,810,17.46,36314.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4194,"Tool Grinders, Filers, and Sharpeners",1000,1100,100,10.0,150,150,400,19.45,40463.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-4199,"Metal Workers and Plastic Workers, All Other",1500,1700,200,13.3,110,220,530,17.25,35874.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,3,51-5100,Printing Workers,16500,17700,1200,7.3,1460,2480,5140,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,51-5111,Prepress Technicians and Workers,2200,2300,100,4.5,170,390,660,20.37,42378.00,Postsecondary non-degree award,None,None
State,California,2020-2022,4,51-5112,Printing Press Operators,11600,12400,800,6.9,910,1680,3390,18.42,38301.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,4,51-5113,Print Binding and Finishing Workers,2700,2900,200,7.4,380,410,990,16.74,34818.00,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2020-2022,3,51-6000,"Textile, Apparel, and Furnishings Workers",49100,58600,9500,19.3,6500,6650,22650,0.00,0.00,N/A,N/A,N/A
State,California,2020-2022,4,51-6011,Laundry and Dry-Cleaning Workers,14200,16700,2500,17.6,1930,2210,6640,13.93,28979.00,No formal educational credential,None,Short-term on-the-job training
State,California,2020-2022,4,51-6021,"Pressers, Textile, Garment, and Related Materials",5300,6000,700,13.2,610,710,2020,13.52,28129.00,No formal educational credential,None,Short-term on-the-job training
