Area Type,Area Name (County Names),Period,Series Code,Industry Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,90921611,State Government Education,23300,29800,6500,27.9
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,90922000,State Government Excluding Education,13700,14200,500,3.6
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,90930000,Local Government,77500,76400,-1100,-1.4
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,90931611,Local Government Education,26900,26000,-900,-3.3
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,90932000,Local Government Excluding Education,50600,50400,-200,-0.4
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,000001,Total Employment,1205500,1302100,96600,8.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,006010,Self Employment,71100,76300,5200,7.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,008010,Private Household Workers,2100,1900,-200,-9.5
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,11000000,Total Farm,5800,5600,-200,-3.4
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,0,Total Nonfarm,1126500,1218300,91800,8.1
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,10000000,Mining and Logging,200,200,0,0.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,20000000,Construction,49900,53900,4000,8.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,20238000,Specialty Trade Contractors,35800,38200,2400,6.7
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,20238200,Building Equipment Contractors,16600,18300,1700,10.2
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,30000000,Manufacturing,172100,170800,-1300,-0.8
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,31000000,Durable Goods Manufacturing,158700,157800,-900,-0.6
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,31333000,Machinery Manufacturing,10500,10900,400,3.8
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,31334000,Computer and Electronic Product Manufacturing,117700,118800,1100,0.9
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,31334100,Computer and Peripheral Equipment Manufacturing,53000,59200,6200,11.7
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,31334400,Semiconductor and Other Electronic Component Manufacturing,41500,37100,-4400,-10.6
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,31334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",15200,16000,800,5.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,31336000,Transportation Equipment Manufacturing,6400,5800,-600,-9.4
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,31336400,Aerospace Product and Parts Manufacturing,4700,4300,-400,-8.5
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,32000000,Nondurable Goods Manufacturing,13400,13000,-400,-3.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,40000000,"Trade, Transportation, and Utilities",133800,136200,2400,1.8
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,41000000,Wholesale Trade,32200,32200,0,0.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,41423000,"Merchant Wholesalers, Durable Goods",22700,22900,200,0.9
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,42000000,Retail Trade,85700,86300,600,0.7
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,42443000,Electronics and Appliance Stores,4400,4000,-400,-9.1
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,42444000,Building Material and Garden Equipment and Supplies Dealers,5700,5900,200,3.5
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,42445000,Food and Beverage Stores,17500,18600,1100,6.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,42446000,Health and Personal Care Stores,5100,5400,300,5.9
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,42448000,Clothing and Clothing Accessories Stores,11800,10600,-1200,-10.2
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,42452000,General Merchandise Stores,13900,14100,200,1.4
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,43000000,"Transportation, Warehousing, and Utilities",15800,17700,1900,12.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,43400089,Transportation and Warehousing,14200,16500,2300,16.2
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,43492000,Couriers and Messengers,4000,5200,1200,30.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,50000000,Information,92200,110000,17800,19.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,50511000,Publishing Industries (except Internet),32200,38500,6300,19.6
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,50517000,Telecommunications,5700,5300,-400,-7.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,55000000,Financial Activities,36700,38500,1800,4.9
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,55520000,Finance and Insurance,21600,22800,1200,5.6
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,55522000,Credit Intermediation and Related Activities,12100,12500,400,3.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,55530000,Real Estate and Rental and Leasing,15200,15700,500,3.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,55531000,Real Estate,12500,13200,700,5.6
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,60000000,Professional and Business Services,237000,262800,25800,10.9
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,60540000,"Professional, Scientific, and Technical Services",158000,178000,20000,12.7
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,60541300,"Architectural, Engineering, and Related Services",17400,18100,700,4.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,60541500,Computer Systems Design and Related Services,86900,99700,12800,14.7
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,60541700,Scientific Research and Development Services,19200,22400,3200,16.7
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,60550000,Management of Companies and Enterprises,16900,17500,600,3.6
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,62100,67300,5200,8.4
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,60561000,Administrative and Support Services,59100,64000,4900,8.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,60561300,Employment Services,23300,25400,2100,9.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",173400,201000,27600,15.9
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,65610000,Educational Services (Private),47700,55600,7900,16.6
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,65611300,"Colleges, Universities, and Professional Schools",30700,36000,5300,17.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,65620000,Health Care and Social Assistance,125600,145400,19800,15.8
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,65621000,Ambulatory Health Care Services,41800,48300,6500,15.6
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,65622000,Hospitals (Private),29200,31800,2600,8.9
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,65623000,Nursing and Residential Care Facilities,13700,16200,2500,18.2
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,65624000,Social Assistance,40900,49100,8200,20.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,70000000,Leisure and Hospitality,105700,115500,9800,9.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,70720000,Accommodation and Food Services,90000,98700,8700,9.7
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,70721000,Accommodation,9500,9800,300,3.2
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,70722000,Food Services and Drinking Places,80600,88900,8300,10.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,70722500,Restaurants and Other Eating Places,68900,78100,9200,13.4
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),28900,29800,900,3.1
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,90000000,Government,96700,99600,2900,3.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,90910000,Federal Government,9900,9900,0,0.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,90940000,State and Local Government,86800,89700,2900,3.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,90920000,State Government,7100,7600,500,7.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,90921611,State Government Education,5200,5600,400,7.7
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,90922000,State Government Excluding Education,1900,2000,100,5.3
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,90930000,Local Government,79700,82100,2400,3.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,90931611,Local Government Education,41200,42100,900,2.2
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA (San Benito and Santa Clara Counties),2018-2028,90932000,Local Government Excluding Education,38600,40000,1400,3.6
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,000001,Total Employment,132000,144600,12600,9.5
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,006010,Self Employment,8800,9500,700,8.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,008010,Private Household Workers,200,200,0,0.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,11000000,Total Farm,5200,5900,700,13.5
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,0,Total Nonfarm,117800,129000,11200,9.5
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,15000000,"Mining, Logging, and Construction",7900,8800,900,11.4
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,30000000,Manufacturing,7700,8800,1100,14.3
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,31000000,Durable Goods Manufacturing,3200,3500,300,9.4
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,32000000,Nondurable Goods Manufacturing,4500,5300,800,17.8
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,40000000,"Trade, Transportation, and Utilities",20900,21600,700,3.3
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,41000000,Wholesale Trade,2700,2800,100,3.7
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,42000000,Retail Trade,14300,14300,0,0.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",3900,4500,600,15.4
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,50000000,Information,1300,1600,300,23.1
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,55000000,Financial Activities,3900,4100,200,5.1
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,55520000,Finance and Insurance,2300,2300,0,0.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,55530000,Real Estate and Rental and Leasing,1600,1800,200,12.5
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,60000000,Professional and Business Services,10800,11600,800,7.4
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",17700,21300,3600,20.3
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,70000000,Leisure and Hospitality,19200,22200,3000,15.6
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,70720000,Accommodation and Food Services,17600,20300,2700,15.3
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,70721000,Accommodation,4400,5300,900,20.5
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,70722000,Food Services and Drinking Places,13200,15000,1800,13.6
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),4000,4400,400,10.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,90000000,Government,24300,24600,300,1.2
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,90910000,Federal Government,500,600,100,20.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,90940000,State and Local Government,23800,24000,200,0.8
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,90920000,State Government,10800,10700,-100,-0.9
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,90921611,State Government Education,5200,5300,100,1.9
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,90922000,State Government Excluding Education,5600,5400,-200,-3.6
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,90930000,Local Government,13100,13300,200,1.5
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2018-2028,90932000,Local Government Excluding Education,5000,5100,100,2.0
Metropolitan Area,San Rafael MD (Marin County),2018-2028,000001,Total Employment,127100,135300,8200,6.5
Metropolitan Area,San Rafael MD (Marin County),2018-2028,006010,Self Employment,9800,10400,600,6.1
Metropolitan Area,San Rafael MD (Marin County),2018-2028,008010,Private Household Workers,700,500,-200,-28.6
Metropolitan Area,San Rafael MD (Marin County),2018-2028,11000000,Total Farm,300,400,100,33.3
Metropolitan Area,San Rafael MD (Marin County),2018-2028,0,Total Nonfarm,116300,124000,7700,6.6
Metropolitan Area,San Rafael MD (Marin County),2018-2028,20000000,Construction,7700,8800,1100,14.3
Metropolitan Area,San Rafael MD (Marin County),2018-2028,30000000,Manufacturing,5100,5000,-100,-2.0
Metropolitan Area,San Rafael MD (Marin County),2018-2028,40000000,"Trade, Transportation, and Utilities",18600,18700,100,0.5
Metropolitan Area,San Rafael MD (Marin County),2018-2028,41000000,Wholesale Trade,2400,2400,0,0.0
Metropolitan Area,San Rafael MD (Marin County),2018-2028,42000000,Retail Trade,14800,14900,100,0.7
Metropolitan Area,San Rafael MD (Marin County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",1300,1400,100,7.7
Metropolitan Area,San Rafael MD (Marin County),2018-2028,50000000,Information,2700,2900,200,7.4
Metropolitan Area,San Rafael MD (Marin County),2018-2028,55000000,Financial Activities,5600,5500,-100,-1.8
Metropolitan Area,San Rafael MD (Marin County),2018-2028,60000000,Professional and Business Services,17700,18800,1100,6.2
Metropolitan Area,San Rafael MD (Marin County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",21000,25200,4200,20.0
Metropolitan Area,San Rafael MD (Marin County),2018-2028,70000000,Leisure and Hospitality,16200,17800,1600,9.9
Metropolitan Area,San Rafael MD (Marin County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),5700,5800,100,1.8
Metropolitan Area,San Rafael MD (Marin County),2018-2028,90000000,Government,16200,15500,-700,-4.3
Metropolitan Area,San Rafael MD (Marin County),2018-2028,90910000,Federal Government,700,700,0,0.0
Metropolitan Area,San Rafael MD (Marin County),2018-2028,90940000,State and Local Government,15300,14800,-500,-3.3
Metropolitan Area,San Rafael MD (Marin County),2018-2028,90920000,State Government,2000,1900,-100,-5.0
Metropolitan Area,San Rafael MD (Marin County),2018-2028,90930000,Local Government,13300,12900,-400,-3.0
Metropolitan Area,San Rafael MD (Marin County),2018-2028,90931611,Local Government Education,5700,5400,-300,-5.3
Metropolitan Area,San Rafael MD (Marin County),2018-2028,90932000,Local Government Excluding Education,7600,7500,-100,-1.3
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,000001,Total Employment,119600,128000,8400,7.0
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,006010,Self Employment,8900,9000,100,1.1
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,008010,Private Household Workers,300,200,-100,-33.3
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,11000000,Total Farm,7900,7500,-400,-5.1
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,0,Total Nonfarm,102500,111300,8800,8.6
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,15000000,"Mining, Logging, and Construction",4400,4800,400,9.1
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,30000000,Manufacturing,6900,7400,500,7.2
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,31000000,Durable Goods Manufacturing,3400,4100,700,20.6
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,32000000,Nondurable Goods Manufacturing,3400,3300,-100,-2.9
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,40000000,"Trade, Transportation, and Utilities",16800,17200,400,2.4
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,41000000,Wholesale Trade,3400,3500,100,2.9
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,42000000,Retail Trade,11800,12000,200,1.7
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",1600,1700,100,6.3
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,50000000,Information,700,700,0,0.0
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,55000000,Financial Activities,3600,3700,100,2.8
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,55520000,Finance and Insurance,2000,2100,100,5.0
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,55530000,Real Estate and Rental and Leasing,1600,1600,0,0.0
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,60000000,Professional and Business Services,10700,11700,1000,9.3
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",17800,21000,3200,18.0
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,70000000,Leisure and Hospitality,14500,15700,1200,8.3
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,70710000,"Arts, Entertainment, and Recreation",2500,2600,100,4.0
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,70720000,Accommodation and Food Services,12000,13100,1100,9.2
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),5300,5500,200,3.8
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90000000,Government,22000,23600,1600,7.3
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90910000,Federal Government,500,600,100,20.0
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90940000,State and Local Government,21500,23000,1500,7.0
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90920000,State Government,8500,9500,1000,11.8
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90921611,State Government Education,7800,8700,900,11.5
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90922000,State Government Excluding Education,700,800,100,14.3
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90930000,Local Government,13000,13500,500,3.8
Metropolitan Area,Santa Cruz-Watsonville MSA (Santa Cruz County),2018-2028,90932000,Local Government Excluding Education,5600,5800,200,3.6
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,000001,Total Employment,222100,241000,18900,8.5
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,006010,Self Employment,14400,15700,1300,9.0
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,008010,Private Household Workers,700,500,-200,-28.6
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,11000000,Total Farm,22900,24800,1900,8.3
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,0,Total Nonfarm,184100,200000,15900,8.6
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,10000000,Mining and Logging,1000,800,-200,-20.0
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,20000000,Construction,8800,10000,1200,13.6
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,30000000,Manufacturing,12900,13600,700,5.4
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,31000000,Durable Goods Manufacturing,9000,9100,100,1.1
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,40000000,"Trade, Transportation, and Utilities",27200,27400,200,0.7
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,41000000,Wholesale Trade,5100,5400,300,5.9
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,42000000,Retail Trade,18700,18300,-400,-2.1
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,42445000,Food and Beverage Stores,5000,5600,600,12.0
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,42448000,Clothing and Clothing Accessories Stores,2000,1600,-400,-20.0
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",3400,3600,200,5.9
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,50000000,Information,4000,4700,700,17.5
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,55000000,Financial Activities,6700,6500,-200,-3.0
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,55520000,Finance and Insurance,3700,3400,-300,-8.1
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,55530000,Real Estate and Rental and Leasing,3000,3100,100,3.3
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,60000000,Professional and Business Services,22700,25200,2500,11.0
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,60540000,"Professional, Scientific, and Technical Services",11200,12700,1500,13.4
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,60550000,Management of Companies and Enterprises,2700,2900,200,7.4
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,8800,9600,800,9.1
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",27400,31600,4200,15.3
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,65610000,Educational Services (Private),2900,3200,300,10.3
